match_id,patch,winning_team,baron_diff,dragon_diff,tower_diff,best_champ,best_lane
NA1_5377867330,15.19.715.1836,200,2,2,6,Ryze,MIDDLE
NA1_5377440451,15.19.715.1836,200,0,1,7,Corki,MIDDLE
NA1_5377399137,15.19.715.1836,100,0,0,2,Viktor,MIDDLE
NA1_5376152847,15.19.714.7225,100,0,0,4,Jayce,TOP
NA1_5375859224,15.19.714.7225,200,1,3,11,Rumble,JUNGLE
NA1_5374893206,15.19.713.5912,200,-1,2,1,DrMundo,TOP
NA1_5374823270,15.19.713.5912,200,0,3,1,Corki,MIDDLE
NA1_5374629541,15.19.713.5912,100,0,0,7,MasterYi,JUNGLE
NA1_5374567006,15.19.713.5912,200,0,3,1,Jhin,BOTTOM
NA1_5374505730,15.19.713.5912,200,0,2,4,Fiora,TOP
NA1_5375785361,15.19.713.5912,200,2,-1,6,Karthus,JUNGLE
NA1_5375751494,15.19.713.5912,200,0,1,5,Mel,MIDDLE
NA1_5375706892,15.19.713.5912,200,0,0,5,Riven,TOP
NA1_5374995311,15.19.713.5912,100,1,3,10,Renekton,TOP
NA1_5372211003,15.18.710.2811,200,2,4,5,Akali,TOP
NA1_5372181680,15.18.710.2811,100,1,-2,9,Corki,BOTTOM
NA1_5372165295,15.18.710.2811,100,0,0,3,Gwen,TOP
NA1_5372141179,15.18.710.2811,100,0,-1,5,Rengar,JUNGLE
NA1_5371535055,15.18.710.2811,100,1,3,8,Ambessa,TOP
NA1_5369166830,15.18.710.2811,200,3,2,3,Tristana,BOTTOM
NA1_5378910103,15.19.715.1836,100,1,-1,6,Azir,MIDDLE
NA1_5378845628,15.19.715.1836,100,0,2,3,Orianna,MIDDLE
NA1_5378714779,15.19.715.1836,200,1,0,8,Swain,MIDDLE
NA1_5377644024,15.19.715.1836,200,0,2,0,Vayne,TOP
NA1_5377572249,15.19.715.1836,200,0,-2,5,Riven,TOP
NA1_5377507704,15.19.715.1836,100,1,3,3,Twitch,BOTTOM
NA1_5377463162,15.19.715.1836,200,-1,1,1,Jax,TOP
NA1_5377419180,15.19.715.1836,200,1,3,7,Qiyana,MIDDLE
NA1_5377373230,15.19.715.1836,100,0,-1,6,Gangplank,TOP
NA1_5377337970,15.19.715.1836,100,0,2,2,Fizz,MIDDLE
NA1_5376564971,15.19.714.7225,200,0,2,2,LeeSin,JUNGLE
NA1_5376487381,15.19.714.7225,100,1,1,11,Galio,MIDDLE
NA1_5376414532,15.19.714.7225,200,0,2,4,Xayah,BOTTOM
NA1_5376361159,15.19.714.7225,100,0,2,3,Vayne,BOTTOM
NA1_5376210674,15.19.714.7225,100,1,0,8,Jayce,MIDDLE
NA1_5376105460,15.19.714.7225,200,0,3,-2,Garen,TOP
NA1_5374001407,15.18.710.2811,200,0,1,4,Corki,MIDDLE
NA1_5373953364,15.18.710.2811,100,1,0,4,Kaisa,BOTTOM
NA1_5371113540,15.18.710.2811,200,2,-3,6,Jhin,BOTTOM
NA1_5378409227,15.19.715.1836,200,0,-1,7,Kayle,MIDDLE
NA1_5378380921,15.19.715.1836,200,1,5,2,Kayn,JUNGLE
NA1_5377416206,15.19.715.1836,100,0,3,6,Ambessa,TOP
NA1_5377369477,15.19.715.1836,100,1,3,4,Qiyana,MIDDLE
NA1_5377319663,15.19.715.1836,100,1,3,0,Ezreal,BOTTOM
NA1_5377181395,15.19.714.7225,200,0,1,10,Olaf,TOP
NA1_5377146359,15.19.714.7225,100,0,1,7,Leblanc,MIDDLE
NA1_5377112160,15.19.714.7225,200,0,3,2,Corki,BOTTOM
NA1_5374308694,15.19.713.5912,100,0,2,6,Illaoi,MIDDLE
NA1_5374293454,15.19.713.5912,200,0,2,1,Nidalee,TOP
NA1_5378112484,15.19.715.1836,200,0,2,11,Varus,BOTTOM
NA1_5378069829,15.19.715.1836,200,2,4,9,Ezreal,BOTTOM
NA1_5378009213,15.19.715.1836,100,1,3,3,Viego,JUNGLE
NA1_5377948254,15.19.715.1836,100,-1,0,8,Jayce,JUNGLE
NA1_5377894847,15.19.715.1836,200,1,2,6,Cassiopeia,MIDDLE
NA1_5376607489,15.19.714.7225,200,0,3,4,Zyra,JUNGLE
NA1_5374912354,15.19.713.5912,200,0,3,3,Akali,MIDDLE
NA1_5373901328,15.18.710.2811,100,0,-1,9,Nidalee,JUNGLE
NA1_5373868601,15.18.710.2811,100,1,-2,7,Sylas,MIDDLE
NA1_5377345901,15.19.714.7225,200,0,2,4,Ziggs,BOTTOM
NA1_5377262980,15.19.714.7225,200,0,2,7,Fiora,TOP
NA1_5377217103,15.19.714.7225,100,1,1,4,Ambessa,TOP
NA1_5377173749,15.19.714.7225,200,1,2,2,Caitlyn,BOTTOM
NA1_5377130308,15.19.714.7225,200,1,2,8,Jayce,TOP
NA1_5376004385,15.19.714.7225,200,0,3,5,Pantheon,JUNGLE
NA1_5375934538,15.19.714.7225,100,0,0,3,Lucian,BOTTOM
NA1_5375891829,15.19.714.7225,100,1,-2,4,Jayce,TOP
NA1_5375829666,15.19.714.7225,200,1,4,7,Senna,BOTTOM
NA1_5375788942,15.19.714.7225,100,0,1,3,Qiyana,JUNGLE
NA1_5374644665,15.19.713.5912,100,1,0,8,Orianna,MIDDLE
NA1_5374596776,15.19.713.5912,100,0,1,6,Belveth,JUNGLE
NA1_5374536495,15.19.713.5912,100,-1,1,3,Hecarim,JUNGLE
NA1_5373295935,15.18.710.2811,100,1,-1,0,Sivir,BOTTOM
NA1_5373280926,15.18.710.2811,100,0,0,7,Ezreal,BOTTOM
NA1_5373261590,15.18.710.2811,200,1,4,8,Zyra,UTILITY
NA1_5373246967,15.18.710.2811,100,1,3,8,Senna,UTILITY
NA1_5369788644,15.18.710.2811,200,1,2,7,Ashe,BOTTOM
NA1_5369769257,15.18.710.2811,100,1,4,7,Annie,BOTTOM
NA1_5378957242,15.19.715.1836,100,-2,-2,1,Aurora,MIDDLE
NA1_5378891881,15.19.715.1836,100,1,-1,7,Quinn,MIDDLE
NA1_5378822510,15.19.715.1836,200,0,4,6,MissFortune,BOTTOM
NA1_5378137525,15.19.715.1836,200,1,1,6,Talon,JUNGLE
NA1_5378099577,15.19.715.1836,100,1,-1,5,Quinn,MIDDLE
NA1_5378051579,15.19.715.1836,100,0,-3,4,Akali,MIDDLE
NA1_5377983674,15.19.715.1836,200,1,1,8,Hecarim,JUNGLE
NA1_5377354651,15.19.715.1836,100,-1,-2,3,Varus,BOTTOM
NA1_5377302837,15.19.715.1836,100,1,1,7,Ezreal,BOTTOM
NA1_5366930680,15.18.710.2811,200,0,1,2,Gwen,JUNGLE
NA1_5366329179,15.18.710.2811,100,1,0,6,Lucian,BOTTOM
NA1_5366293042,15.18.710.2811,100,1,-2,4,Taliyah,JUNGLE
NA1_5366253808,15.18.710.2811,200,1,4,4,Karthus,BOTTOM
NA1_5366206633,15.18.710.2811,200,1,0,3,Syndra,MIDDLE
NA1_5366182055,15.18.710.2811,100,1,0,7,Jayce,TOP
NA1_5365879493,15.17.708.5788,100,1,3,2,Twitch,BOTTOM
NA1_5378163516,15.19.715.1836,200,1,4,5,Talon,MIDDLE
NA1_5378065005,15.19.715.1836,200,0,4,7,Fiora,TOP
NA1_5376714387,15.19.714.7225,100,0,1,8,Kaisa,BOTTOM
NA1_5376665279,15.19.714.7225,200,0,4,4,Kaisa,BOTTOM
NA1_5376536081,15.19.714.7225,200,1,0,4,Swain,MIDDLE
NA1_5376469391,15.19.714.7225,100,0,1,8,Lucian,BOTTOM
NA1_5374416438,15.19.713.5912,200,0,4,3,Yunara,BOTTOM
NA1_5374127108,15.18.710.2811,200,1,4,6,Lucian,BOTTOM
NA1_5378461579,15.19.715.1836,200,0,3,6,Irelia,BOTTOM
NA1_5376758001,15.19.714.7225,200,1,2,7,Yone,TOP
NA1_5376709005,15.19.714.7225,200,0,3,2,Zed,JUNGLE
NA1_5375279996,15.19.713.5912,100,0,2,6,Fiora,TOP
NA1_5375219365,15.19.713.5912,100,1,-1,8,Kayn,JUNGLE
NA1_5375147503,15.19.713.5912,200,0,2,6,Annie,MIDDLE
NA1_5375059779,15.19.713.5912,200,0,2,8,Jinx,BOTTOM
NA1_5374954391,15.19.713.5912,200,0,-1,4,Quinn,MIDDLE
NA1_5374174927,15.18.710.2811,200,0,3,0,Jayce,TOP
NA1_5374157539,15.18.710.2811,100,1,0,10,Shen,TOP
NA1_5378934081,15.19.715.1836,200,0,1,3,MissFortune,BOTTOM
NA1_5378891683,15.19.715.1836,200,0,1,4,Morgana,MIDDLE
NA1_5378844027,15.19.715.1836,100,1,2,8,Lux,BOTTOM
NA1_5376505788,15.19.714.7225,100,1,3,7,Gnar,TOP
NA1_5376437871,15.19.714.7225,100,0,-1,8,Urgot,TOP
NA1_5376309981,15.19.714.7225,100,0,1,7,Syndra,BOTTOM
NA1_5376240184,15.19.714.7225,200,1,4,5,Mel,BOTTOM
NA1_5376129208,15.19.714.7225,100,1,4,7,Qiyana,JUNGLE
NA1_5375199937,15.19.713.5912,100,0,2,6,Syndra,MIDDLE
NA1_5373469436,15.18.710.2811,100,0,-1,8,Smolder,BOTTOM
NA1_5366379866,15.18.710.2811,100,0,2,3,Kaisa,BOTTOM
NA1_5365844582,15.17.708.5788,100,1,2,10,KogMaw,BOTTOM
NA1_5365806854,15.17.708.5788,100,0,-1,3,Qiyana,JUNGLE
NA1_5365772567,15.17.708.5788,100,0,1,5,Ezreal,BOTTOM
NA1_5365597256,15.17.708.5788,100,0,2,10,Azir,TOP
NA1_5365557776,15.17.708.5788,100,1,2,3,Sivir,BOTTOM
NA1_5365103413,15.17.708.5788,200,0,0,9,Naafiri,MIDDLE
NA1_5376643010,15.19.714.7225,100,1,4,7,Rengar,JUNGLE
NA1_5375177760,15.19.713.5912,200,0,3,3,Renekton,TOP
NA1_5375141580,15.19.713.5912,100,0,2,1,Caitlyn,BOTTOM
NA1_5375071398,15.19.713.5912,200,1,3,6,Khazix,JUNGLE
NA1_5374935358,15.19.713.5912,100,0,0,0,Annie,MIDDLE
NA1_5374878677,15.19.713.5912,200,0,3,7,Udyr,JUNGLE
NA1_5374808232,15.19.713.5912,100,1,-3,6,Xayah,BOTTOM
NA1_5373427360,15.18.710.2811,100,0,1,2,Lux,BOTTOM
NA1_5372217409,15.18.710.2811,100,1,1,5,Rumble,TOP
NA1_5377090859,15.19.714.7225,200,1,4,9,Ahri,MIDDLE
NA1_5377056117,15.19.714.7225,100,0,2,3,Diana,JUNGLE
NA1_5375728405,15.19.713.5912,200,0,4,7,Ziggs,BOTTOM
NA1_5373991047,15.18.710.2811,200,1,3,4,Corki,MIDDLE
NA1_5373958415,15.18.710.2811,100,1,1,4,Cassiopeia,MIDDLE
NA1_5373929441,15.18.710.2811,200,0,3,4,Hwei,MIDDLE
NA1_5373901848,15.18.710.2811,200,0,3,5,Corki,BOTTOM
NA1_5373876197,15.18.710.2811,100,0,2,3,Kaisa,BOTTOM
NA1_5373854964,15.18.710.2811,200,1,2,2,Zed,MIDDLE
NA1_5373828667,15.18.710.2811,200,0,5,5,Sylas,JUNGLE
NA1_5373564448,15.18.710.2811,200,1,0,4,Ahri,MIDDLE
NA1_5373538533,15.18.710.2811,200,1,-1,7,Swain,MIDDLE
NA1_5373515973,15.18.710.2811,200,0,4,8,Jayce,MIDDLE
NA1_5377439123,15.19.715.1836,100,2,2,7,KogMaw,BOTTOM
NA1_5373733725,15.18.710.2811,100,1,-2,5,Yone,TOP
NA1_5373725231,15.18.710.2811,200,0,3,5,Jinx,BOTTOM
NA1_5373710713,15.18.710.2811,100,0,1,6,Tristana,BOTTOM
NA1_5373705274,15.18.710.2811,100,0,-3,3,Aurora,MIDDLE
NA1_5373696262,15.18.710.2811,200,1,2,6,Ryze,MIDDLE
NA1_5373690807,15.18.710.2811,200,1,3,9,Aurora,TOP
NA1_5373683161,15.18.710.2811,100,0,-1,9,Yorick,TOP
NA1_5373678127,15.18.710.2811,200,0,1,1,Sett,TOP
NA1_5372959308,15.18.710.2811,200,0,3,10,Akshan,MIDDLE
NA1_5368599394,15.18.710.2811,200,1,0,-2,Yone,TOP
NA1_5368574325,15.18.710.2811,200,0,1,8,Nidalee,JUNGLE
NA1_5368551416,15.18.710.2811,200,1,2,2,Akshan,MIDDLE
NA1_5368527723,15.18.710.2811,100,0,1,5,Akshan,MIDDLE
NA1_5368504407,15.18.710.2811,100,1,3,11,Corki,BOTTOM
NA1_5362827692,15.17.708.5788,100,-2,-2,6,Karthus,JUNGLE
NA1_5362816632,15.17.708.5788,200,0,2,1,Zoe,MIDDLE
NA1_5362810390,15.17.708.5788,100,0,0,10,KogMaw,BOTTOM
NA1_5362803296,15.17.708.5788,200,0,3,6,Corki,MIDDLE
NA1_5362255136,15.17.708.5788,200,0,3,10,LeeSin,JUNGLE
NA1_5378862429,15.19.715.1836,200,0,-1,0,Rengar,JUNGLE
NA1_5378833101,15.19.715.1836,100,0,3,5,Lucian,BOTTOM
NA1_5378776643,15.19.715.1836,200,1,1,1,Aurora,TOP
NA1_5378739598,15.19.715.1836,200,0,1,10,Fiora,TOP
NA1_5378003172,15.19.715.1836,200,0,2,4,Jayce,MIDDLE
NA1_5377973692,15.19.715.1836,100,0,2,3,Aphelios,BOTTOM
NA1_5377935019,15.19.715.1836,200,0,3,7,Senna,BOTTOM
NA1_5377895797,15.19.715.1836,100,0,1,6,Kaisa,BOTTOM
NA1_5377838456,15.19.715.1836,200,0,2,8,Jinx,BOTTOM
NA1_5372126864,15.18.710.2811,100,0,1,4,Urgot,TOP
NA1_5372108228,15.18.710.2811,200,0,4,9,Ezreal,BOTTOM
NA1_5372090187,15.18.710.2811,200,0,3,5,Aphelios,BOTTOM
NA1_5372067676,15.18.710.2811,200,1,2,3,Ashe,BOTTOM
NA1_5372055626,15.18.710.2811,200,0,0,5,Ezreal,BOTTOM
NA1_5372031686,15.18.710.2811,100,2,-2,8,Yasuo,MIDDLE
NA1_5372011049,15.18.710.2811,200,1,3,3,Lucian,BOTTOM
NA1_5371992690,15.18.710.2811,100,0,1,3,KogMaw,BOTTOM
NA1_5371978111,15.18.710.2811,100,1,2,7,Vladimir,TOP
NA1_5371961487,15.18.710.2811,200,1,0,5,Sivir,BOTTOM
NA1_5377956309,15.19.715.1836,200,-2,5,8,Ziggs,BOTTOM
NA1_5377801427,15.19.715.1836,200,0,0,1,Aurora,TOP
NA1_5373087442,15.18.710.2811,200,1,4,6,Taliyah,MIDDLE
NA1_5373076897,15.18.710.2811,100,1,3,7,Corki,BOTTOM
NA1_5373050693,15.18.710.2811,200,1,2,3,Riven,TOP
NA1_5373031964,15.18.710.2811,100,1,4,6,Akshan,MIDDLE
NA1_5373008932,15.18.710.2811,200,1,4,6,Riven,MIDDLE
NA1_5372981524,15.18.710.2811,200,0,0,-3,Kassadin,MIDDLE
NA1_5364330730,15.17.708.5788,100,0,0,7,Trundle,JUNGLE
NA1_5371427563,15.18.710.2811,200,1,-2,8,Zeri,BOTTOM
NA1_5371408972,15.18.710.2811,200,-2,0,1,Zeri,BOTTOM
NA1_5371389610,15.18.710.2811,100,-1,4,3,Orianna,MIDDLE
NA1_5371386951,15.18.710.2811,200,0,0,0,Taliyah,MIDDLE
NA1_5371372012,15.18.710.2811,100,0,2,6,Zeri,BOTTOM
NA1_5371357595,15.18.710.2811,200,0,3,3,Zac,TOP
NA1_5371240184,15.18.710.2811,100,0,1,1,Zeri,BOTTOM
NA1_5371228479,15.18.710.2811,100,0,-1,4,Zeri,BOTTOM
NA1_5371218210,15.18.710.2811,200,0,2,5,Leblanc,MIDDLE
NA1_5371203191,15.18.710.2811,200,0,2,4,Graves,TOP
NA1_5378941423,15.19.715.1836,200,1,1,4,RekSai,TOP
NA1_5378872821,15.19.715.1836,100,0,2,6,Zoe,MIDDLE
NA1_5378772659,15.19.715.1836,100,1,-3,4,Akali,TOP
NA1_5378695364,15.19.715.1836,100,0,4,5,DrMundo,TOP
NA1_5378655017,15.19.715.1836,200,0,3,10,Akshan,MIDDLE
NA1_5378590205,15.19.715.1836,200,1,1,7,Rengar,JUNGLE
NA1_5377778035,15.19.715.1836,200,0,3,6,Velkoz,MIDDLE
NA1_5377639096,15.19.715.1836,100,0,1,5,Darius,TOP
NA1_5377500390,15.19.715.1836,100,1,-2,-1,MissFortune,BOTTOM
NA1_5377346366,15.19.715.1836,100,1,1,3,Aphelios,BOTTOM
NA1_5377313940,15.19.715.1836,100,0,0,7,Aphelios,BOTTOM
NA1_5377268744,15.19.715.1836,200,1,3,0,Aurora,MIDDLE
NA1_5376663819,15.19.714.7225,100,0,4,8,Caitlyn,BOTTOM
NA1_5376116861,15.19.714.7225,200,1,4,5,Zyra,UTILITY
NA1_5376062695,15.19.714.7225,200,1,3,9,Aatrox,TOP
NA1_5377489800,15.19.715.1836,200,2,2,8,Vayne,TOP
NA1_5375313316,15.19.713.5912,100,1,4,5,Aurora,MIDDLE
NA1_5375072731,15.19.713.5912,100,1,2,7,Zeri,TOP
NA1_5374573472,15.19.713.5912,100,0,1,4,Jayce,TOP
NA1_5374053375,15.18.710.2811,200,1,-1,0,Shaco,JUNGLE
NA1_5373036683,15.18.710.2811,200,-1,2,3,Fiora,TOP
NA1_5372815372,15.18.710.2811,100,-2,-1,4,Sivir,BOTTOM
NA1_5372284800,15.18.710.2811,200,1,4,5,KogMaw,BOTTOM
NA1_5373365453,15.18.710.2811,100,1,2,8,Aphelios,BOTTOM
NA1_5373340628,15.18.710.2811,100,0,4,7,Lucian,MIDDLE
NA1_5372732388,15.18.710.2811,100,1,0,3,Jhin,BOTTOM
NA1_5372711891,15.18.710.2811,200,0,-2,1,Smolder,BOTTOM
NA1_5372680271,15.18.710.2811,200,0,0,5,Sylas,TOP
NA1_5372657074,15.18.710.2811,100,1,2,3,DrMundo,JUNGLE
NA1_5372634297,15.18.710.2811,200,2,0,1,Smolder,BOTTOM
NA1_5372602313,15.18.710.2811,100,0,0,9,Fiora,TOP
NA1_5372585792,15.18.710.2811,200,1,-1,3,Zeri,BOTTOM
NA1_5371459700,15.18.710.2811,200,1,-2,1,Vayne,TOP
NA1_5374066105,15.18.710.2811,100,1,3,7,Sivir,BOTTOM
NA1_5374040631,15.18.710.2811,100,0,2,3,Jhin,MIDDLE
NA1_5374017105,15.18.710.2811,100,0,-1,2,Corki,BOTTOM
NA1_5373996228,15.18.710.2811,100,0,-1,0,Zyra,JUNGLE
NA1_5372928414,15.18.710.2811,100,0,-1,-3,Sylas,MIDDLE
NA1_5372906230,15.18.710.2811,200,0,0,3,Renekton,TOP
NA1_5372874953,15.18.710.2811,200,0,2,6,Azir,MIDDLE
NA1_5372856883,15.18.710.2811,200,0,-1,5,Ziggs,MIDDLE
NA1_5372817221,15.18.710.2811,200,0,0,1,Aurora,MIDDLE
NA1_5372257278,15.18.710.2811,200,0,3,-1,Yone,MIDDLE
NA1_5376041184,15.19.714.7225,100,0,1,11,Ahri,MIDDLE
NA1_5375993516,15.19.714.7225,100,1,1,7,Tristana,MIDDLE
NA1_5374303595,15.19.713.5912,100,0,2,7,Lux,BOTTOM
NA1_5374082464,15.18.710.2811,100,-2,3,1,Fiora,TOP
NA1_5372409709,15.18.710.2811,200,0,1,2,Yorick,TOP
NA1_5370864536,15.18.710.2811,200,1,0,9,AurelionSol,BOTTOM
NA1_5370846978,15.18.710.2811,200,1,4,5,MissFortune,BOTTOM
NA1_5370309059,15.18.710.2811,200,1,0,1,Gragas,TOP
NA1_5376347748,15.19.714.7225,200,0,3,6,Yorick,TOP
NA1_5376084377,15.19.714.7225,200,0,1,7,Lissandra,MIDDLE
NA1_5369827058,15.18.710.2811,200,0,3,6,Rengar,JUNGLE
NA1_5369797384,15.18.710.2811,200,0,4,9,Viktor,MIDDLE
NA1_5369783765,15.18.710.2811,100,0,-2,7,Akshan,MIDDLE
NA1_5369757504,15.18.710.2811,100,1,4,5,Ambessa,TOP
NA1_5366763350,15.18.710.2811,200,1,2,0,Taliyah,JUNGLE
NA1_5366752810,15.18.710.2811,200,0,0,4,Ashe,BOTTOM
NA1_5366231274,15.18.710.2811,100,0,4,7,Smolder,BOTTOM
NA1_5376589868,15.19.714.7225,100,0,0,3,Akali,MIDDLE
NA1_5376424756,15.19.714.7225,200,1,2,7,Sylas,JUNGLE
NA1_5376263077,15.19.714.7225,100,0,0,4,Kaisa,BOTTOM
NA1_5376202858,15.19.714.7225,200,1,1,8,Corki,BOTTOM
NA1_5375099742,15.19.713.5912,100,0,3,5,Varus,BOTTOM
NA1_5375017029,15.19.713.5912,100,0,2,5,Sylas,MIDDLE
NA1_5376398485,15.19.714.7225,200,0,1,6,Ekko,MIDDLE
NA1_5375715601,15.19.713.5912,100,0,-1,2,Draven,BOTTOM
NA1_5375675068,15.19.713.5912,200,1,2,2,Senna,UTILITY
NA1_5374181692,15.18.710.2811,200,0,0,0,Fiora,TOP
NA1_5371436649,15.18.710.2811,200,1,4,5,Tristana,BOTTOM
NA1_5365552191,15.17.708.5788,200,0,2,2,Smolder,BOTTOM
NA1_5365252059,15.17.708.5788,200,0,1,7,Karthus,JUNGLE
NA1_5375923025,15.19.714.7225,200,0,1,8,Yone,TOP
NA1_5373723158,15.18.710.2811,100,0,1,6,Sivir,BOTTOM
NA1_5373710366,15.18.710.2811,200,1,4,8,Viego,JUNGLE
NA1_5373704321,15.18.710.2811,100,0,2,0,Zed,JUNGLE
NA1_5372880078,15.18.710.2811,100,0,2,3,Darius,TOP
NA1_5371443607,15.18.710.2811,200,0,1,5,Riven,TOP
NA1_5378504393,15.19.715.1836,200,1,2,8,Orianna,MIDDLE
NA1_5376021571,15.19.714.7225,200,0,1,8,Seraphine,BOTTOM
NA1_5374521291,15.19.713.5912,200,0,3,1,Jhin,BOTTOM
NA1_5373845523,15.18.710.2811,200,0,3,7,Darius,TOP
NA1_5372779187,15.18.710.2811,100,1,0,6,Qiyana,JUNGLE
NA1_5371543828,15.18.710.2811,200,1,2,9,Gragas,TOP
NA1_5371523779,15.18.710.2811,100,0,-2,4,Aatrox,TOP
NA1_5378753454,15.19.715.1836,200,1,1,7,Aurora,TOP
NA1_5378700659,15.19.715.1836,100,1,-2,3,FiddleSticks,JUNGLE
NA1_5372634548,15.18.710.2811,100,1,-1,4,Aurora,MIDDLE
NA1_5372571550,15.18.710.2811,100,1,1,10,Kled,TOP
NA1_5371457155,15.18.710.2811,200,-2,-2,-2,Tristana,BOTTOM
NA1_5371399333,15.18.710.2811,200,1,4,10,Aphelios,BOTTOM
NA1_5371380316,15.18.710.2811,200,0,2,8,Kled,TOP
NA1_5370906926,15.18.710.2811,200,0,4,2,Kaisa,BOTTOM
NA1_5375442945,15.19.713.5912,200,1,2,3,Akali,MIDDLE
NA1_5375422917,15.19.713.5912,100,1,2,7,Mel,BOTTOM
NA1_5370102035,15.18.710.2811,100,1,0,8,Ekko,JUNGLE
NA1_5370087738,15.18.710.2811,200,1,3,9,Mel,MIDDLE
NA1_5370062408,15.18.710.2811,200,-2,3,7,Orianna,MIDDLE
NA1_5366350351,15.18.710.2811,100,2,2,6,Fiora,TOP
NA1_5366314245,15.18.710.2811,200,0,2,2,Viego,JUNGLE
NA1_5366290663,15.18.710.2811,200,0,2,2,Fiora,TOP
NA1_5366261377,15.18.710.2811,100,0,-1,6,Kaisa,BOTTOM
NA1_5371869097,15.18.710.2811,100,2,4,5,Vex,MIDDLE
NA1_5371831244,15.18.710.2811,100,0,5,3,Briar,MIDDLE
NA1_5371250333,15.18.710.2811,100,1,2,9,Azir,TOP
NA1_5370708301,15.18.710.2811,100,1,0,2,Rengar,JUNGLE
NA1_5370705115,15.18.710.2811,200,1,2,5,Azir,TOP
NA1_5370700847,15.18.710.2811,200,1,3,8,Kaisa,BOTTOM
NA1_5370690450,15.18.710.2811,200,1,4,9,Nocturne,JUNGLE
NA1_5370687748,15.18.710.2811,100,0,3,10,Yasuo,MIDDLE
NA1_5370675805,15.18.710.2811,200,1,4,3,Smolder,BOTTOM
NA1_5370670049,15.18.710.2811,200,0,0,0,Ekko,MIDDLE
NA1_5365855801,15.17.708.5788,100,2,-3,7,Yunara,BOTTOM
NA1_5365828082,15.17.708.5788,100,0,3,10,Ziggs,MIDDLE
NA1_5365802872,15.17.708.5788,100,1,2,7,Nunu,MIDDLE
NA1_5365746570,15.17.708.5788,200,0,3,2,Riven,TOP
NA1_5360921705,15.17.708.5788,200,1,1,8,Gangplank,TOP
NA1_5360915769,15.17.708.5788,100,1,0,8,Azir,TOP
NA1_5360903029,15.17.708.5788,200,1,2,5,Ambessa,TOP
NA1_5360293607,15.17.708.5788,200,0,4,7,Lucian,BOTTOM
NA1_5359592732,15.17.708.5788,100,1,3,6,Mel,BOTTOM
NA1_5373757811,15.18.710.2811,200,2,4,5,Varus,BOTTOM
NA1_5373435517,15.18.710.2811,100,1,0,3,Aphelios,BOTTOM
NA1_5373411819,15.18.710.2811,100,0,1,8,Jhin,BOTTOM
NA1_5372605439,15.18.710.2811,100,1,2,2,Nunu,MIDDLE
NA1_5372108960,15.18.710.2811,200,0,2,5,Gangplank,TOP
NA1_5370852848,15.18.710.2811,100,0,3,1,Jax,JUNGLE
NA1_5370809254,15.18.710.2811,200,0,3,8,Cassiopeia,MIDDLE
NA1_5370800433,15.18.710.2811,100,0,2,4,Irelia,TOP
NA1_5370789196,15.18.710.2811,100,0,3,7,Ambessa,TOP
NA1_5370292586,15.18.710.2811,100,1,2,8,Cassiopeia,BOTTOM
NA1_5369699006,15.18.710.2811,200,1,2,6,Draven,BOTTOM
NA1_5368424410,15.18.710.2811,200,0,2,3,Rumble,TOP
NA1_5364678711,15.17.708.5788,100,1,0,3,Lucian,BOTTOM
NA1_5363395086,15.17.708.5788,100,0,2,9,Senna,BOTTOM
NA1_5363383075,15.17.708.5788,100,1,1,5,Akshan,MIDDLE
NA1_5362334433,15.17.708.5788,100,-1,2,7,Jax,JUNGLE
NA1_5361864225,15.17.708.5788,100,0,1,4,Qiyana,JUNGLE
NA1_5378580818,15.19.715.1836,200,0,0,4,Jayce,TOP
NA1_5377265211,15.19.714.7225,200,1,2,4,Anivia,MIDDLE
NA1_5375815148,15.19.714.7225,200,0,2,10,Renekton,TOP
NA1_5375776437,15.19.714.7225,100,0,2,5,Kled,TOP
NA1_5375579254,15.19.713.5912,100,-2,5,6,Tryndamere,TOP
NA1_5375528869,15.19.713.5912,200,0,1,5,Kaisa,BOTTOM
NA1_5374584510,15.19.713.5912,200,1,2,4,Senna,BOTTOM
NA1_5373685404,15.18.710.2811,200,0,3,11,Yasuo,TOP
NA1_5373675458,15.18.710.2811,100,-1,1,3,Pantheon,MIDDLE
NA1_5373670482,15.18.710.2811,100,0,2,5,Ezreal,BOTTOM
NA1_5371186830,15.18.710.2811,100,0,1,8,Ambessa,TOP
NA1_5371163387,15.18.710.2811,200,0,0,4,Zed,MIDDLE
NA1_5371126518,15.18.710.2811,200,1,0,4,Kindred,JUNGLE
NA1_5371039932,15.18.710.2811,200,1,-1,6,Lucian,BOTTOM
NA1_5370758065,15.18.710.2811,200,1,0,6,Kaisa,BOTTOM
NA1_5370746562,15.18.710.2811,200,0,0,7,Tryndamere,TOP
NA1_5370736921,15.18.710.2811,100,1,1,10,Yone,TOP
NA1_5368036384,15.18.710.2811,200,1,0,6,Karthus,BOTTOM
NA1_5368015830,15.18.710.2811,100,0,2,7,Aatrox,TOP
NA1_5367991366,15.18.710.2811,100,1,0,4,Ambessa,TOP
NA1_5367971559,15.18.710.2811,200,1,4,5,Varus,BOTTOM
NA1_5367582080,15.18.710.2811,200,-1,4,11,LeeSin,JUNGLE
NA1_5367552369,15.18.710.2811,100,0,2,7,Lucian,BOTTOM
NA1_5367525211,15.18.710.2811,100,1,3,7,Corki,BOTTOM
NA1_5367491354,15.18.710.2811,100,0,1,10,Talon,JUNGLE
